LP,Address,Description,TLAND balance,TLAND staked,Advisors Vesting,Private Vesting,Subme Vesting,STT Vesting,TLAND SUM,LP SUM (balance + staked),TLAND TOTAL,,LP MULTIPLIER
2499,terra1965uflm7tet073epyldkcc3zw2a7202r2kaxdh,,414433461,0,0,0,0,0,414433461,0,414433461,,
2500,terra196culajhp0rgfuqnrdazhfqgmxznr5cldcu7rs,,123391933,121469855,0,0,0,358442590,603304378,13986260,662503216,,
2501,terra196djkp92vqk7pg0z009xs5q8uk5ezgj6qs327p,,0,0,0,0,0,0,0,999988,4232592,,
2502,terra196mj3dpq6umxspd5529wyfq3g58nwg74vgjs96,,171581317,0,0,0,0,0,171581317,3079,171594349,,
2503,terra196rll6t2lqnzgvkfp2rjpqw7wtdmasrg3nq6m5,,0,0,0,0,0,0,0,0,0,,
2504,terra196t2980krtlyg5kzjgl4qgt0enqplqzhlvqrc3,,493570,8807,0,0,0,0,502377,0,502377,,
2505,terra196y7al60ggpjv96ujut8ve303n6dxgf669fj54,,175424970,0,0,0,0,0,175424970,0,175424970,,
2506,terra19738nlkdchpz2ysx8zzk5a6xpgxcr8e4nsq07v,,315890,0,0,0,0,"2210,000001",318100,0,318100,,
2507,terra19748s9uq42q8x9mwdlf8ejgzmuk9xc747g6ymq,,0,100492205,0,0,0,0,100492205,0,100492205,,
2508,terra19754hrgmwcjyvazwyhsu3euz4any4kf5gx8zqc,,0,0,0,0,0,0,0,0,0,,
2509,terra197642ppcvx0w662vmt92lq699lhxqcgtc6x7c4,,0,0,0,0,0,3714550,3714550,0,3714550,,
2510,terra19770p7rrnvxdpx02lcnqpmc4qexyr56ad5sr7u,,0,0,0,0,0,0,0,0,0,,
2511,terra19779w89me5hh52c6c560589uydf7td90e0kraq,,0,0,0,0,0,0,0,54174,229299,,
2512,terra19784pemw93qa8766u2lcku9y6gsaf7palp0ej9,,0,427813158,0,0,0,0,427813158,0,427813158,,
2513,terra1979jakd4yyrc558gldgy5vcj8af73fszk4852h,,0,0,0,0,0,51836516,51836516,0,51836516,,
2514,terra197a7ju2g70fdltvphm70uzjpzwcfhun9cxzjjq,,0,0,0,0,0,0,0,0,0,,
2515,terra197pgehsls6n2tpvk5hrj59vmpulnpwkwl5m8k6,,0,7705,0,0,0,0,7705,0,7705,,
2516,terra197w8xvckdwx7lvndjhugykfkxmp45l426ke3cs,,274669177,0,0,0,0,0,274669177,0,274669177,,
2517,terra197xf7nk8wru5yd0gf4a3kuh6gesrzvqwf4ngw5,,0,"1760,000001",0,0,0,0,1760,0,1760,,
2518,terra197yafq3l4ur22vqnkewm3qymwgfwpdsjpppyml,,0,0,0,0,0,0,0,0,0,,
2519,terra197ye6uwg3pkzvunuel6x3cm292cv03wex7v6l8,,7591258,0,0,0,0,0,7591258,0,7591258,,
2520,terra197z6wcwk8ek4dqcsy525h5rzyrwu5c8z48ejfv,,17461472,0,0,0,0,0,17461472,0,17461472,,
2521,terra1980q3dwak8e3l2rcuxu8u5vdyzmyn0q5x2s736,,0,0,0,0,0,0,0,1729379694,7319845876,,
2522,terra19889mp0n2nng9c4x53j8k39cclas2x9ue5uy9r,,0,237983910,0,0,0,0,237983910,342558297,1687910694,,
2523,terra198ejlfn94zxmar8l9pkl2j2sn23ejlsq0z08na,,0,0,0,0,0,0,0,0,0,,
2524,terra198enm8entq4v5yqq347w0xdlc6ttdtngva33aj,,0,923872215,0,0,0,0,923872215,0,923872215,,
2525,terra198vr695yc63ex634633m6wjlw5prvxl9ltyqcl,,0,0,0,0,0,759230,759230,0,759230,,
2526,terra1990gua4m6c2pkxjhe5gtrcwqss5vfdnkedyy56,,7597998,0,0,0,0,0,7597998,0,7597998,,
2527,terra19950478m299fns4ufumd4h58c7hldk3gz67pff,,1236820,0,0,0,0,0,1236820,0,1236820,,
2528,terra199c809f5csy525sfw2u6e6qpjarz2zar32jlwz,,0,0,0,0,0,1362637367,1362637367,2305,1362647123,,
2529,terra199lxalnzgahzxs4ewaw7y26lu0qwsgj3k9qgep,,0,0,0,0,0,0,0,0,0,,
2530,terra199pe5yqy7n43hz9pnt8hx72lr2ulwasv29vzvs,,0,0,0,0,0,0,0,0,0,,
2531,terra199qm85svpmx82cxedw7fy6lct0fgklmee24dna,,0,0,0,0,0,0,0,0,0,,
2532,terra199rd5ggmdmdh4a0nn2eznmj2hd03j3p2szy4nx,,0,368254718,0,0,0,0,368254718,199958527,1214607664,,
2533,terra199up46lqkczjfrxjrt4ztdcktcnn2hv8y5zw90,,17863190,0,0,0,0,0,17863190,0,17863190,,
2534,terra199wml65w3s9dw88q3yydg7n564cjz3hh9ly3q9,,0,0,0,0,0,0,0,0,0,,
2535,terra199yzucue0h8knpl0mgnt267gf63xrs36mzta5h,,0,0,0,0,0,0,0,0,0,,
2536,terra19a050wy0j4ll8l0dauz6eexx5ev60akvr4mhyt,,0,1139383784,0,0,0,0,1139383784,344684728,2598310990,,
2537,terra19a5pz4dsk69t8fvpffghd7s4pfdn9y04a6t04h,,0,0,0,0,0,0,0,0,0,,
2538,terra19aacjar57urhhxpl8yzgzs2z7pw5xgjj7g5s29,,0,0,0,0,0,0,0,0,0,,
2539,terra19accjkj2w8xeeetl0ffzx3qp6l5dc0m44gcdqy,,260,100000000,0,0,0,0,100000260,0,100000260,,
2540,terra19afgrt5c5xxphcx08p7qnvc4v764n07w46vwt7,,87590,0,0,0,0,0,87590,0,87590,,
2541,terra19ah80hgk6luxz4c8eyv206q0k8marz8jdwpy7g,,0,0,0,0,0,0,0,0,0,,
2542,terra19alp3d5ulzdcz785rnwdffurc4d452c6fy8nnc,,0,0,0,0,0,1053,1053,0,1053,,
2543,terra19aq7rlvxa2zw3k5kk8agpqx8wzrjd25nxuazkp,,0,0,0,0,0,0,0,0,0,,
2544,terra19as42vrsfedk05srpyv3gwrahu0avfhxlyju5m,,0,0,0,0,0,0,0,0,0,,
2545,terra19ax2j89vyfdqep6wnf9nnxf8z60ttr2azyclrz,,78593239,0,0,0,0,0,78593239,0,78593239,,
2546,terra19c2tr4r7hlk2cylmywlysxa5j3ngvee628qnsn,,492480,0,0,0,0,0,492480,0,492480,,
2547,terra19c74t36da6fut6r30e9ygay3pptw2a9qvv306v,,0,37150,0,0,0,0,37150,0,37150,,
2548,terra19cf3589xsetxgf7w0d4rfcckrstapptfcsajwc,,0,0,0,0,0,0,0,0,0,,
2549,terra19cjs8vtj5lttu2jpfz5hzkqfg9slgvnqv77ad7,,240430732,0,0,0,0,0,240430732,0,240430732,,
2550,terra19cmgdlh2drcn3c3tvschvl6fqqxyqx20xhwr4h,,0,0,0,0,0,0,0,0,0,,
2551,terra19cnd05uh04jgswj6jemjgucxlx9yh90x65hd2a,,0,1000000,0,0,0,94248900,95248900,0,95248900,,
2552,terra19cpml3rh25u72a9cec9yle0yfemc0ul7zcgg5h,,2523461,0,0,0,0,0,2523461,0,2523461,,
2553,terra19csmn3nu42fyvtftz4nfcj3qgrhuy82p7jsdym,,0,9300039701,0,0,0,4812478,9304852179,0,9304852179,,
2554,terra19cwxh2pcc7wpqlj5sxh73meynf6yeqwa9p4vqe,,73360,0,0,0,0,922587941,922661301,2052,922669986,,
2555,terra19d0rkaxdsw0n6v5xd042a2mynzg0lw84xlnn8j,,203772805,0,0,0,0,0,203772805,0,203772805,,
2556,terra19d42hlyx2jft23eh50t0uce2qjnr2pw888egtq,,0,0,0,0,0,0,0,0,0,,
2557,terra19d6juhahuxfrzj3jldh6srgyc8judu823ttgek,,0,0,0,0,0,0,0,0,0,,
2558,terra19demhdzgf4etp2nmnm7eeuneh2c2n8ycev09t9,,0,0,0,0,0,0,0,0,0,,
2559,terra19derrez3v84cgmkhju9fkze5kkpkg0rqt0y0n4,,87590,0,0,0,0,0,87590,0,87590,,
2560,terra19dknl50pj9zj3h55c9tynv55gslpshwk7d7j2q,,0,373662798,0,0,0,0,373662798,465004415,2341860216,,
2561,terra19dtxah7numk8ryfsws763rsy67xpe8g03r7f3c,,87590,0,0,0,0,0,87590,0,87590,,
2562,terra19duf30nthm7shzcfrkl6xnxcuhstdx5ygjge5p,,788310,0,0,0,0,0,788310,0,788310,,
2563,terra19dv4atrp4rshe2g55z0atxwdvlpv5zevkuq6xn,,0,0,0,0,0,1118055083,1118055083,0,1118055083,,
2564,terra19dvprf2gx5uap09cq5szu6xvcvgm4ct2lye3x5,,0,0,0,0,0,43129461,43129461,76440,43453004,,
2565,terra19dw92v8pcawwwrm6jjw6wrzg0286uctmgv00rx,,38380,0,0,0,0,0,38380,0,38380,,
2566,terra19epxm6yfmzt94fxpxjrn35vc9ule3aav68ja3c,,354433551,0,0,0,0,112875730,467309281,0,467309281,,
2567,terra19ewhz8dq4yzsf9exjuywrwr6m6lg0vza9vyvp5,,11822297,0,0,0,0,0,11822297,0,11822297,,
2568,terra19ewtncrrgyh7wzytlhmxtyhvn029dtsp7vchyc,,0,0,0,0,0,0,0,0,0,,
2569,terra19f2ncy4uprrwh2erauxhdqzefy8dzwuxg40kw0,,0,0,0,0,0,0,0,0,0,,
2570,terra19f573x6j8gdnc5qjn5u2dp53rdva3kjv9snme8,,0,0,0,0,0,0,0,0,0,,
2571,terra19f5pesculpsv57kjz3km2xhheqt7nf2x5xhgar,,3078290,0,0,0,0,0,3078290,0,3078290,,
2572,terra19f6xwu6lt2su0mkcjwzfpp5z8znlakneufcj3x,,70,0,0,0,0,0,70,0,70,,
2573,terra19fgsyxweax28lydcutp2v7v982c4pdap9prauh,,0,63535863,0,0,0,"4740,000001",63540603,0,63540603,,
2574,terra19flhftqtf3um7zma22gu3k77y6xwpymrg7me9h,,0,0,0,0,0,0,0,11159590590,47234556666,,
2575,terra19fpdswseamcnlzucay2z8r3myaxkh2wujhl5aw,,0,0,0,0,0,0,0,0,0,,
2576,terra19g0yyg2kz5866s4366ce6gygafvsz86pfmf9w9,,761764,1099000000,0,0,0,258356145,1358117909,0,1358117909,,
2577,terra19g3tfacqutfmvgj39c87xvhh8znv6xh6l0edz6,,0,5056,0,0,0,0,5056,0,5056,,
2578,terra19g4wg68p052vyezqxsjuyxfhf8maz3jhamh0as,,0,0,0,0,0,0,0,0,0,,
2579,terra19g8q4stc2608aruqhh47e09xhnkqlpsmjmkdqr,,0,0,0,0,0,37937320,37937320,0,37937320,,
2580,terra19gcparv7e5pffj3a92azlyzdt42eerc62gsvxx,,0,0,0,0,0,0,0,0,0,,
2581,terra19gkmfw78djxzs94h7snytpxl3evvp60u377l2c,,0,0,0,0,0,63810,63810,0,63810,,
2582,terra19gmewrytey4tz3lwe3c2rh4qgcj4sdyctcah80,,0,0,0,0,0,0,0,0,0,,
2583,terra19gr2fezmau7akxy6geyl9fx8qup2guvsehql38,,0,0,0,0,0,0,0,0,0,,
2584,terra19gvmt2egg7ek4ew2dt4f3dha6lyq8uewkljhr5,,70,0,0,0,0,0,70,0,70,,
2585,terra19h078feh3cedyeq7v77mwe4kfuvxqc0jvdfn6v,,0,1200044823,0,0,0,0,1200044823,0,1200044823,,
2586,terra19h0yf5dsjdpc45xul24f5h4dycq9n64mh3qmy9,,0,369163100,0,0,0,0,369163100,0,369163100,,
2587,terra19h89w0va3j00r5z2jnl80yy86apt3w0w3kkc0k,,0,0,0,0,0,5048,5048,0,5048,,
2588,terra19hd67k4mxjndwk0qayrrxpsha9u8aj77m8jtvv,,15880,0,0,0,0,0,15880,1256001929,5316222941,,
2589,terra19hdhzmwr9005j5378pfg0tswtz6fykvp8400nt,,0,2442353821,0,0,0,612944694,3055298515,0,3055298515,,
2590,terra19hdy0zfq79xt4vysykkyrlpaj6kygyplvf93e8,,3392370,0,0,0,0,0,3392370,0,3392370,,
2591,terra19hf3yx3vvg8xx237th2jzlaw27fd7742805uyf,,0,0,0,0,0,0,0,0,0,,
2592,terra19hjyqccknnk8cryqk385nv4t7h3t7l8ze2sw6g,,0,0,0,0,0,0,0,0,0,,
2593,terra19hr30ggnlz3rge0wkfzvg2n3k5gdqs27tt0r3d,,0,0,0,0,0,0,0,0,0,,
2594,terra19htjjxc2ps596lgekj3qkua46npqtnxffnw0xd,,0,0,0,0,0,0,0,0,0,,
2595,terra19hucsr6lkzgu5ff4spg6lnqjqqc55guj2gyylq,,0,6089,0,0,0,0,6089,0,6089,,
2596,terra19hwwsgu8vzvvu3w2reza4fdkfckey9wfm9phgx,,0,0,0,0,0,0,0,0,0,,
2597,terra19hzqmg3l36wjxj5cjdhgr34qq3l306pu258ncz,,0,4064,0,0,0,0,4064,147827361,625704425,,
2598,terra19j07vd2v876exfa2yz03zwvte2jt8lj3n6a3xl,,0,0,0,0,0,"1190,000001",1190,0,1190,,
2599,terra19j2qczgxgm65j9a22zrjc7zu5djn9ec3m0nu7k,,0,0,0,0,0,0,0,0,0,,
2600,terra19j4tu6k7ykkjawers8c05k9r0h5cxhqgrw8s2y,,0,0,0,0,0,0,0,0,0,,
2601,terra19j5ghdgg8c85n5ul6w677vh2x5hawz95xryy4j,,817643969,1017718034,0,0,0,19335620,1854697623,781085803,5160754537,,
2602,terra19j7hcqcc04a0596386y9hums7jruuzz6wwjle7,,2689377,0,0,0,0,0,2689377,0,2689377,,
2603,terra19j959j8n0cmz2t2nhffn6mu5tl88pzvy625x4m,,0,0,0,0,0,1053,1053,0,1053,,
2604,terra19jdq9cfatshadt70evklshyndzhs64p36zsr4v,,0,0,0,0,0,445279839,445279839,0,445279839,,
2605,terra19jefjtfwepykmxg7eca3v75zxrwfvhr22l36n2,,0,0,0,0,0,2019,2019,0,2019,,
2606,terra19jfv3dx34a64xn5clg2tdfer629nvtz53pkr9p,,0,0,0,0,0,0,0,0,0,,
2607,terra19jhtdm5p707ggkakx3uk5zzxq0kpgtd7vp5cfm,,0,0,0,0,0,0,0,0,0,,
2608,terra19jlzd5mf4lkz0nsnsdjrg24hfpfwkmxhhrf4hu,,240,0,0,0,0,0,240,0,240,,
2609,terra19jphslxmu98g6jh8engdsc9khdn2kc6up0tg4f,,0,0,0,0,0,0,0,0,0,,
2610,terra19jv5f6zh0zmpyxv62teh6ny98fsg43k6daw3fx,,40,0,0,0,0,0,40,0,40,,
2611,terra19jxxx5q94lsy8gwmjp3sydxgjhal9w79xx35mv,,52990,0,0,0,0,0,52990,0,52990,,
2612,terra19k0t2yvm30ua546vjrlmam63jq4uuqkh9k97ut,,0,49585512,0,0,0,0,49585512,0,49585512,,
2613,terra19k34ce66k6xqj5rer8uqk35qua665wk0j0at3d,,0,0,0,0,0,0,0,0,0,,
2614,terra19k6vcf522n6qsv0l2cr9lyn4yq8svsupdxlumk,,4580,0,0,0,0,0,4580,0,4580,,
2615,terra19kcnm20ku5aqzfrurpqx06sxjhun7tux49nhwm,,47857669,0,0,0,0,0,47857669,0,47857669,,
2616,terra19kh86hzwww7u6a9nfnsx7rq0cj49v4fs837s2m,,0,0,0,0,0,1011,1011,0,1011,,
2617,terra19km09meeuhvzrfxrq2xd9v0umttuujlysf73c6,,298590,0,0,0,0,300704998,301003588,0,301003588,,
2618,terra19knljg7p8jtnkskw2pujj92exmu2fgf5kasdqg,,0,1135440920,0,0,0,0,1135440920,0,1135440920,,
2619,terra19kzr2n6nlfcjmzlzs44mqrz5x0jgwml0hwlse4,,840,0,0,0,0,0,840,0,840,,
2620,terra19l3cep0xs9jrmvhsf53fasmau8sfcfyghxldm9,,0,0,0,0,0,0,0,0,0,,
2621,terra19lfxualxfwqryjkps2p5lg2ddvazrrgnycfdn3,,0,0,0,0,0,0,0,0,0,,
2622,terra19ljxqzh2sswgvjq5mv0f0r8pat06w7wslvdxms,,302484080,0,0,0,0,1030182920,1332667000,0,1332667000,,
2623,terra19lphzfadqys02tl6wgwpc0j7kksca2wrzncnqd,,515091070,0,0,120370466667,0,0,120885557737,11382234114,169062484830,,
2624,terra19lt8prm04nasl0f2znktnmrwuu96x02alyfsfa,,0,0,0,0,0,0,0,0,0,,
2625,terra19lwwjsv2cxf2cv6xx9mvtejqanrut8sap0clmp,,210103297,0,0,0,0,1071,210104368,0,210104368,,
2626,terra19lwy4j3mjgt9a88lk0xhz6kxv74azq750z49qd,,0,0,0,0,0,0,0,0,0,,
2627,terra19lx4fln3agl4kr5n00p8arj6zvghhwcjerfewq,,0,0,0,0,2128840000,0,2128840000,0,2128840000,,
2628,terra19m32rzvdlek22zjsf260rs6nca8k0l3cmnluwl,,14760038,0,0,0,0,0,14760038,0,14760038,,
2629,terra19mctmk3n7jqnvj0j8agskrf8ut7j9urnmmluyn,,0,0,0,0,0,55786853,55786853,0,55786853,,
2630,terra19mfr7wasw4w0zqeupd7fe6kp8wzmhvdaxp9yt2,,330,0,0,0,0,0,330,1689547,7151578,,
2631,terra19mlrv8yrkurt7x4qvfmkvugtc6ekymfz468rpt,,0,0,0,0,0,0,0,"9140,000001",38686,,
2632,terra19mnmwx6v8k2nds0y6x8td4l466el8y2ppfped4,,0,0,0,911020000,0,0,911020000,0,911020000,,
2633,terra19mp0fzn6uk5lk7jeqau7dyzns9eq92g53759wf,,125454356,0,0,0,0,114374919,239829275,0,239829275,,
2634,terra19mrdt4akpaeejd7u5t462zrrwszd8z20737ynp,,0,7563944,0,0,0,0,7563944,0,7563944,,
2635,terra19muvlck4crguc80cpknx3y7nt6q4mv7t9ytu30,,0,0,0,0,0,0,0,1226965,5193304,,
2636,terra19n4tj6cvsa6xtt6asky34ct2mq6988m2n4rczh,,0,0,0,0,0,0,0,0,0,,
2637,terra19n50q2tl0qzh7fmn96sce2yzgnkh0kt8sshmf7,,0,0,0,0,0,0,0,0,0,,
2638,terra19n7s6apv2fu6swjklm434uadsl63almgkgfvgx,,2319507025,0,0,0,0,688892133,3008399158,0,3008399158,,
2639,terra19n7v759xl8twcexef3rthcyd9dv453lx950sw7,,0,0,0,0,0,0,0,0,0,,
2640,terra19nj44jzsthjd07autstgdnflgd32hywz4ed077,,0,0,0,0,0,0,0,0,0,,
2641,terra19nnf38npr8p7pdx87xj8rg8xfamrjcwvmla4a5,,356971768,0,0,0,0,0,356971768,0,356971768,,
2642,terra19nsxhw6q6rjnjexd0sktl5aghkp4cqexy3ne0f,,21699854,0,0,0,0,0,21699854,0,21699854,,
2643,terra19nujccn7dumwtaz5zujjrtxh2r3he9qc54kanf,,0,0,0,0,0,1197520060,1197520060,0,1197520060,,
2644,terra19nvupnwnngxfyhhagqurlj32cn57yq7yjqrql4,,0,0,0,0,0,0,0,0,0,,
2645,terra19p3a0qpnqp0hzx4s2kwfkfv9jst4klmkeghdtt,,0,0,0,0,0,376818930,376818930,0,376818930,,
2646,terra19p5lxek2wma2lfm9k8dpugyycstda4cn677l3c,,0,0,0,0,0,0,0,0,0,,
2647,terra19pendw47ewh0g9hq2hlxt4dmntsxcmc8nhg7g4,,2848360,0,0,0,0,1106,2849466,0,2849466,,
2648,terra19pfw55fxpew267hrvdeshpy4jv37s5a9qek4gu,,50,0,0,0,0,0,50,0,50,,
2649,terra19pg7pj8q7dhxnu7mslfqmpwz2tpd99ynm8awen,,410,0,0,0,0,"1390,000001",1800,17395942,73632602,,
2650,terra19pgwj5t29hnqvn7nt363w7lpvfc4e22rpta4mm,,0,105,0,0,0,0,105,31915281,135086078,,
2651,terra19pjk6wmh576c0fv8v3ydaxagcvxlywys9hcf3n,,0,157420,0,0,0,0,157420,0,157420,,
2652,terra19pkc3mujmsjae88fd36kj9u2y85g5v60qzjqec,,0,14410,0,0,0,32790,47200,234,48190,,
2653,terra19pkx5x34zhd9rvr4jq3t096ukvknsxqfptnwt0,,0,0,0,0,0,0,0,2305,9756,,
2654,terra19pky2n7el8almh0l4q4cwh3nyhzvka88xd4rhd,,0,0,0,0,0,0,0,0,0,,
2655,terra19prwqp3q9a5qxz98q8x68vys7pkfwre0nar9mn,,48905026,0,0,0,0,0,48905026,0,48905026,,
2656,terra19pxvtg3097vq7qa669x2wqreyh6kqmg6ztwpm8,,0,0,0,0,0,120560845,120560845,0,120560845,,
2657,terra19q5aav7kxs5rhhyt3fvj5zfutz3aph0kh8vd4a,,0,0,0,0,0,0,0,0,0,,
2658,terra19q5tmdq97tnetaaf4lcs6wm8u3s33ger3h7tgv,,0,0,0,0,0,269326728,269326728,0,269326728,,
2659,terra19q9y4vwdrpll0uuyeyzfadfvssy58q62a7drlx,,88660,0,0,0,0,"4460,000001",93120,0,93120,,
2660,terra19qdx00gtw8kaatp9paz7rm8cas5vw2u7tsuy2p,,0,0,0,0,0,262277657,262277657,0,262277657,,
2661,terra19qgp6ennayu9pskkh2mfrf68w4ksmlyq422ckv,,0,0,0,0,0,0,0,0,0,,
2662,terra19qgs49uku7msp74qaxatt7ekdjvdpcqh2wvny7,,0,0,0,0,0,542946939,542946939,0,542946939,,
2663,terra19qjq8rny4gunhe2jygys6zj4t5zw7p2v44dul7,,2838260,0,0,0,0,0,2838260,0,2838260,,
2664,terra19qmfmwdt56jkj4q0j2uldl6qvw9wxjwgrvyj7t,,0,0,0,0,0,49414450,49414450,10100260,92165239,,
2665,terra19qncyvutufrapnsm44vg7kptwj2nvvkgfv3dew,,0,0,0,0,0,0,0,0,0,,
2666,terra19quhywxeqpfteqy8r26c5a4rch4zkaktm9308n,,6230,1266579978,0,0,0,0,1266586208,9308,1266625605,,
2667,terra19qx5xe6q9ll4w0890ux7lv2p4mf3csd4qvt3ex,,0,0,0,0,0,0,0,0,0,,
2668,terra19qxlnz48u942nngyuy6kt5ajldufd8s26ky42m,,0,0,0,0,3299702000,0,3299702000,0,3299702000,,
2669,terra19r0wntr7pmyj76m88w5g66hm850qczqd9z6slf,,0,0,0,0,0,3469437820,3469437820,0,3469437820,,
2670,terra19r6ryfyl46czadrmaft7hnq5zwnwq2hn2xz4tx,,594832197,0,0,0,0,0,594832197,0,594832197,,
2671,terra19rcr6xuz8he7833cl00u7jped59um4ry3x0thz,,0,0,0,0,0,0,0,0,0,,
2672,terra19rduevr973uw65c27r70rwx4ahc0jx0v2cthfe,,1114530,0,0,0,0,1071,1115601,0,1115601,,
2673,terra19re8yjru5yta8wxczuakulu5x2f8t5kvka70ne,,7834344,0,0,0,0,0,7834344,0,7834344,,
2674,terra19rgzl0px9vh4kvauher0h94gzz78tmku88z8er,,0,0,0,0,0,0,0,0,0,,
2675,terra19rjx7ms46qknvymchu5cf8awhkutfxyrg0dd7q,,0,0,0,0,0,0,0,0,0,,
2676,terra19rntvue2u0xag24p8cqjzdl7qpx564q6pqrrgm,,386334679,0,0,0,0,946332321,1332667000,0,1332667000,,
2677,terra19rqwgs08y36sz3p3fvhg5jqh5lagr6ak6rakmz,,336880,0,0,0,0,0,336880,24725960,104993027,,
2678,terra19rrgzu382fscwv5h25atvmwq0v0rqhd08fdjwg,,0,0,0,0,0,0,0,0,0,,
2679,terra19rxdykhk96fn5dpnsd7rjc00jlx9mrpys7rth4,,77010668,38370,0,0,0,0,77049038,914563,80920056,,
2680,terra19rxluh2zyn7mr00tamftl4lcfx62klufkkd088,,58,0,0,0,0,0,58,0,58,,
2681,terra19rxmhwkuhcj6c786st2xd2p376p3qzknhrled3,,92374500,0,0,0,0,0,92374500,0,92374500,,
2682,terra19rxr743q7ck49y0exqzt8j2lvjm9fatfauelh6,,1006126321,0,0,0,0,0,1006126321,0,1006126321,,
2683,terra19ryumdlnnrtasvfu2385pr46a0qdmtj54xlhg7,,2710,0,0,0,0,0,2710,149315157,632000379,,
2684,terra19rzngm2syvwrt2y8lvc56q4ftfnney2jm84uhz,,0,48716482,0,0,0,0,48716482,0,48716482,,
2685,terra19s4v9u3ch8l4x6ezklekj7qykwyehwyjl2g3qm,,0,0,0,0,0,9084,9084,0,9084,,
2686,terra19s8rdmwe804s8rryq22qe8js6hkk9asxaq4d6z,,4851772,0,0,0,0,0,4851772,62235456,268272204,,
2687,terra19say4flannnstapn29kkd4dru8g3aftm2c9usf,,87590,0,0,0,0,0,87590,0,87590,,
2688,terra19scgxr54cvrlntqt8ugmj0fvv9qmmtz2d99gze,,3687123473,0,0,0,0,0,3687123473,692547426,6618429095,,
2689,terra19skg74cj6wzt9mpvcgy2zyus0z97az7lzv45sa,,26151933,0,0,0,0,0,26151933,0,26151933,,
2690,terra19t0lvfy7yllzv2fwxz7agt87w620wcklsh3u9j,,44760,0,0,0,0,0,44760,0,44760,,
2691,terra19t23vugt3ghgu0t3whcse8mncyualgvtk2gg9s,,277035701,0,0,0,0,0,277035701,0,277035701,,
2692,terra19t5k9m63ztlc6ge9fwcjy3ewgwvy56r9l5qq3d,,0,0,0,0,0,0,0,0,0,,
2693,terra19teu98000mhmj5hvyq20lsceqmfelg95y7wqmz,,180,0,0,0,0,0,180,0,180,,
2694,terra19tg5j60fsqvn60hty7zyjjktp59fsy555jpnu9,,0,0,0,0,0,0,0,680486037,2880254075,,
2695,terra19tgpfl8d7unvc765j39kl60wc8eg7haxhpnlww,,70,0,0,0,0,0,70,0,70,,
2696,terra19tmcgtadeaj56fvyzp52nx8eq9l6gk7px747n3,,582162584,0,0,0,0,0,582162584,0,582162584,,
2697,terra19tqz5an0ysagxcx5yh5rd786gv32fs28s23aml,,0,0,0,0,0,0,0,0,0,,
2698,terra19tt5tuv9ekaawqg9s8my7lp28nu4hd7hk0fhnp,,0,0,0,0,0,18370,18370,0,18370,,
2699,terra19u7s5tcx4dxmcg43wkkvn58ue0t208njmndhkf,,40,0,0,0,0,0,40,28230504,119489669,,
2700,terra19u8dcgapgmtx3c0rz5qjvvc8sq2lzuz23sevtr,,163619220,276420,0,0,0,0,163895640,0,163895640,,
2701,terra19u8dfdgfslfhjcstsyee9xldwmftlzqr89ejzq,,0,0,0,0,0,0,0,0,0,,
2702,terra19ua2k8c8cwvs3u3wekp3rjem2zhwknujpxh854,,0,0,0,0,0,0,0,0,0,,
2703,terra19ucnefj3p0nezk8dka2uy97pl53gy2qyzxsy36,,0,0,0,0,0,0,0,0,0,,
2704,terra19ud5e3jtfle7x3zrsvapdv2a6dcsx3u90rqs2h,,1866136666,0,0,212963133334,0,0,214829270000,0,214829270000,,
2705,terra19udld3z9mdm79lfa7t4p8ynysy389g6yqp54ya,,229246787,0,0,0,0,0,229246787,0,229246787,,
2706,terra19ufhmyvlulcfhgrzhwd4tam4s0hzy9hwnwmlwz,,854880,1197411499,0,1785006667,0,1409,2983274455,0,2983274455,,
2707,terra19ugqygym67awytxwg67nwv9ess9n8g9g3992w2,,1070399162,0,0,0,0,1084,1070400246,0,1070400246,,
2708,terra19uj7vdwaw8s5tfqajzhygk8uzqtfffz4zx0yw0,,0,0,0,0,0,0,0,0,0,,
2709,terra19ukyjjv64t94gn3cmj3whpeyc9dfcjs0l3tncp,,0,185743668,0,0,0,0,185743668,0,185743668,,
2710,terra19umlsn9fc3ytfe9s3l9dez4z2ujjljqj3wpdmx,,53636570201,83333300000,0,444444266667,0,0,581414136868,4047,581414153998,,
2711,terra19umuhxv5nlw70rsfq2434p6k3t5t334e28aszt,,0,0,0,0,0,0,0,0,0,,
2712,terra19usmjz29ntlcpwxdg69y2wupulgzw5z7eyzurn,,28077860,0,0,0,0,0,28077860,0,28077860,,
2713,terra19uszxdz98dmvnuepzlfa3qgxrqtytatexuvau4,,108781097,115281625,0,0,0,1380,224064102,8561268,260300888,,
2714,terra19utxswu339r2wym3nw889cesv360t5cyqpfnax,,0,0,0,0,0,0,0,0,0,,
2715,terra19uwkq9ttzcdu8ml947pvgtlnmuw3qhnmlmcu8s,,0,1897531423,0,0,0,0,1897531423,941906707,5884285719,,
2716,terra19ux6fv44zvksd9k0cfkt3jnv09av22mgc06gs5,,0,7790700,0,0,0,0,7790700,0,7790700,,
2717,terra19uzg5pazk6dy6a9l8a8neksjm805f709unu2u4,,0,0,0,0,0,0,0,0,0,,
2718,terra19v8urgjdg4r9qjsa5eahvvuagc9yeesgjh7ntn,,252795197,0,0,0,0,0,252795197,0,252795197,,
