LP,Address,Description,TLAND balance,TLAND staked,Advisors Vesting,Private Vesting,Subme Vesting,STT Vesting,TLAND SUM,LP SUM (balance + staked),TLAND TOTAL,,LP MULTIPLIER
2279,terra18j3a6pjzatdy5fhxlmnh4jlwlgg63rs0zz8t5f,,0,0,0,2204,0,0,2204,0,2204,,
2280,terra18j4nyrets7azwwwel7070sj0vv00wxgu3ggxn0,,90,0,0,0,0,0,90,981825,4155804,,
2281,terra18j88h90g5ax39n6wtejwmazhlvk3c7quwedmgy,,116660,22921980,0,0,0,0,23038640,6507,23066182,,
2282,terra18ja8lveuztd856s673rd9gz07vk6yzn9nxu5hd,,4931593,0,0,0,0,0,4931593,0,4931593,,
2283,terra18jaqp3u6m36n4j2899urf9zndhcr23hlacp0f6,,235124772,0,0,0,0,0,235124772,0,235124772,,
2284,terra18je5ffpx6e3cdwazxzujvepyxp8qz2s445s46p,,1435291890,1027,0,0,0,0,1435292917,0,1435292917,,
2285,terra18jesp4qykj7r06g8u540cs6aesalfff3jlmrac,,0,0,0,0,0,0,0,0,0,,
2286,terra18jezezjm6unrsezuyvj4nzwl98c6tha9juqwkw,,0,0,0,0,0,4048,4048,0,4048,,
2287,terra18jj5q95cnswrkfwahk2k99hywh22lyyje6m2mh,,0,0,0,0,0,0,0,0,0,,
2288,terra18jm3qr6k557852w0u7kkj5gj34ea2s36dfchws,,0,100000000,0,0,0,0,100000000,19141010572,81117053558,,
2289,terra18jr8q3kn044ftp0fmsypas07r3uaexxe05x4fy,,0,349998457,0,0,0,982668543,1332667000,0,1332667000,,
2290,terra18jw38ez4tru9rzccvhpgseqwhh87qh77hsau2r,,0,0,0,0,0,0,0,0,0,,
2291,terra18jwvy0f2nu6eqhamdw2gg6zp22el0meug3duts,,0,0,0,0,0,0,0,0,0,,
2292,terra18k37uqjsfetqjjqqvzhy7lq0pc9rp0wwzuyqqy,,0,0,0,0,0,0,0,0,0,,
2293,terra18k4naphahua5qgq0k78guf4fsm0nyvmwx0sdsf,,7834344,0,0,0,0,0,7834344,0,7834344,,
2294,terra18k59djya4gsadkshsk0kj0z4k9lejhaatsydcs,,0,0,0,0,0,0,0,0,0,,
2295,terra18kcdpq20rwm5c633hqytasphflmsrd57m3hy5c,,0,0,0,0,0,9406,9406,0,9406,,
2296,terra18kdumcgvvnmgzzdhq0sscppneum83hu02clhk5,,0,0,0,0,0,0,0,0,0,,
2297,terra18kh2l3nurtt4yyau4y60e5qk7rnvgsphfw30y4,,10,0,0,0,0,0,10,0,10,,
2298,terra18kjx082a0xh35wparup5304tgrw9hsnmgq8c62,,998459153,0,0,0,0,0,998459153,0,998459153,,
2299,terra18kk50wcqjzqhzpj5m8dw5d3ywxq8a98vhgrl78,,0,0,0,0,0,0,0,0,0,,
2300,terra18kqe7are4rtytqnzuyfnnaxryq0y8s5t44f7m8,,176674009,1192929788,0,0,0,0,1369603797,1085,1369608389,,
2301,terra18ktrfuw77p06q5p9a084knt2ezplpwexp59cxk,,0,0,0,66296230000,0,92863581,66389093581,0,66389093581,,
2302,terra18kvjhwp82fjgfstlkdeet9j6yatrgy02sz2vvw,,141958710,500000000,0,0,0,62972150,704930860,"9420,000001",704970731,,
2303,terra18l24z0t97ff8wrrs5x9xcarcgk7526nd20v0sc,,0,0,0,0,0,141089058,141089058,0,141089058,,
2304,terra18l3vmm663ndv86pl06492x2mt65tffnwj987q3,,0,1937587334,0,0,0,0,1937587334,0,1937587334,,
2305,terra18lfh2ynekgn92s92e472d04vvevn7k8qrvuyxa,,0,868516950,0,0,0,2481958562,3350475512,542525717,5646792883,,
2306,terra18lkclc29dadkcnhh6cxfs00mg3l5f4kxkf9rp2,,0,0,0,0,0,0,0,0,0,,
2307,terra18lq6hfkjgwfpq5afh0jhqefftf59xwpau4txmx,,87590,0,0,0,0,0,87590,0,87590,,
2308,terra18lredtk67a3p4qf543h8t7kn9njh96usydfxme,,50,0,0,0,0,0,50,0,50,,
2309,terra18lrwau0jk359vckn7nsgenax6fffeaurw8sqz4,,237779817,0,0,0,0,0,237779817,0,237779817,,
2310,terra18m0v0ng2dmxl38hf06utkjn7uuaay757cnwchc,,271812533,0,0,0,0,0,271812533,0,271812533,,
2311,terra18m0xktme9p3k332uqg6hhhjnhwm030l5djlmhd,,547141946,0,0,0,0,0,547141946,0,547141946,,
2312,terra18m32r7st9akg4mq3wpwkxtcnkkcd7snzp3l40y,,315115520,0,0,0,0,0,315115520,0,315115520,,
2313,terra18m7qpxp5z8f6pg2zs86nyanxmtwdpp92l47gk8,,0,0,0,0,0,0,0,0,0,,
2314,terra18mctkn6y643c830tsq2c67v4ztsxdvpdmhsxn2,,463631,0,0,0,0,0,463631,856467416,3625583958,,
2315,terra18mdadagdz4rm3hs527gqrkcfvrjeq7hj64nlan,,0,0,0,0,0,0,0,971080338,4110235844,,
2316,terra18mjd8revhpmd58xmsdw7vn6vnq7tkf5q7glqqy,,0,0,0,0,0,0,0,0,0,,
2317,terra18mln2jgfag2ctm0sm0upzqqzclwckmnqpntf4f,,1035705709,64134250,0,5000400000,0,0,6100239959,279235520,7282144070,,
2318,terra18mmpth0gx4gluv3pl2x5xkjlxq840ev84zsdpg,,0,0,0,0,0,3099,3099,252019308,1066710716,,
2319,terra18mq4pvdj87ts0fmptt7hny2prns3y8ts350qsg,,70,1462760,0,0,0,0,1462830,9808,1504344,,
2320,terra18mr5jdwa5h8hh64uwvv4anp6revptv383c642t,,10,0,0,0,0,0,10,6002775,25407610,,
2321,terra18mtdu6wzzst0qc4vhel4qkhwezsnngg6a5gc3v,,0,0,0,0,0,0,0,0,0,,
2322,terra18mvljrawqw90tvq7h37a4a50wnkr3h3yghlex8,,17688151,0,0,0,0,0,17688151,0,17688151,,
2323,terra18myvxghz5v7ucnvq2k0jx2lsypvwdt2lg0t37q,,0,1224420,0,0,0,0,1224420,9022,1262607,,
2324,terra18n2fn9h9ecmwn3mk8uarlaava2ztxsj2egkh7p,,7328358,0,0,0,0,0,7328358,0,7328358,,
2325,terra18n3asx8kf3638s9t5ydmpfy7djqz6mye73tee4,,857677730,0,0,0,0,0,857677730,0,857677730,,
2326,terra18na4036r3322fuay6sfp6yxasthk493yf7zv0t,,60,89219950,0,0,0,1215690,90435700,0,90435700,,
2327,terra18nflpgup79mn3hr986f3guckvnf3rs9uqgt44l,,2001610605,0,0,0,0,56943164,2058553769,0,2058553769,,
2328,terra18ngffxauf7c6ft3csll6ch7r2d3w43prcchuvd,,2931343,0,0,0,0,0,2931343,0,2931343,,
2329,terra18nkacv9zz230edgrvfs0vqlqytyavayaexap3g,,0,1808,0,0,0,0,1808,0,1808,,
2330,terra18nkcnq37dkdnyxsjzr668x7nq2ep4trqj5d8gv,,2729538,0,0,0,0,0,2729538,0,2729538,,
2331,terra18nlgq4wre3msy3llcp0f0ks6zygmsatxqtdws0,,0,0,0,0,0,2209,2209,0,2209,,
2332,terra18nt0x4ksg45wfhkya5luzggdn40rcj96rw0de4,,0,0,0,0,0,0,0,0,0,,
2333,terra18nwsgue2f6ktx73atz534cjkt0as2c4u7pyhge,,0,0,0,0,0,333994897,333994897,0,333994897,,
2334,terra18nzqlzhgkd8242tt0evk5f5zrua38a8mlra998,,0,0,0,0,0,0,0,0,0,,
2335,terra18nzvc7pft00p0dektynjsyez5rdp4khg4dkmdw,,0,0,0,0,0,0,0,0,0,,
2336,terra18p9x04dmzd4jwfueadwqdzsgchyfv7k78cs0sd,,0,6410,0,0,0,0,6410,0,6410,,
2337,terra18pnetjqhd9ah7l9jukk3s4k6z4k24wrghzdahh,,1075909021,0,0,0,0,0,1075909021,0,1075909021,,
2338,terra18pnwpge7mjqpzrr4u8wslt0cy6futqgly7j89f,,370027448,0,0,0,0,0,370027448,0,370027448,,
2339,terra18px2lk4k7lrnsjk5ruqclr8lzuq7zzfuzn0ywl,,1319314866,0,0,0,0,0,1319314866,0,1319314866,,
2340,terra18q3dczrrc7pewz4rrc4023fesy3e4cn80vpeek,,0,453137387,0,0,0,0,453137387,0,453137387,,
2341,terra18q3egg6j825y4m8v85jqkuehxurc5fqpcptcxq,,0,0,0,0,0,0,0,0,0,,
2342,terra18qdvwnpylxq5ql6rvzxcj74592vkhd72kkcce8,,76126740,0,0,0,0,0,76126740,0,76126740,,
2343,terra18qhmz8pzw80dlgms35eurp3h4dr556mw9e6ajs,,0,0,0,0,0,0,0,0,0,,
2344,terra18qj2n357qjahqakwx5z6rvwjk5rxktejaj5rem,,0,0,0,0,0,0,0,0,0,,
2345,terra18ql757ujhmdwhxjths94qk07280sr080726sla,,6240,0,0,0,0,0,6240,0,6240,,
2346,terra18qrnsf3ezfpupp2q3kzvdcdes70zes0awn7vzs,,87590,0,0,0,0,0,87590,0,87590,,
2347,terra18qzgj4w9wnpdezxpttuvudwn2wu92jca58eenv,,852457600,0,0,0,0,0,852457600,0,852457600,,
2348,terra18qzlczrqn8xhc0t4skqr4k5vyyzgvfw3f5r6af,,87590,0,0,0,0,0,87590,3238587,13795371,,
2349,terra18r5c4c6punnl6yvkgzwa9uz5cz482rhgeu64d0,,0,0,0,0,0,0,0,0,0,,
2350,terra18ratg4qs77rzznfnvhvds7lkler9xf9ajcs05x,,0,0,0,0,0,0,0,0,0,,
2351,terra18rc2mz4t8jth4a3nst245zt403mstqutqxs085,,163926259,0,0,0,0,926851676,1090777935,68892380,1382374746,,
2352,terra18rdt2xvqknnm2srj5357n063mdjhvln25wj2u9,,87590,0,0,0,0,0,87590,0,87590,,
2353,terra18rltr2sl2vl762qqm5glx6kjzk4ssq3tkufk63,,0,0,0,0,0,3387676,3387676,0,3387676,,
2354,terra18rqr2rp6rzt7t62a67ud6c7l4kwvt6ymrc5pup,,50,0,0,0,0,466268760,466268810,0,466268810,,
2355,terra18rr6l45prc5r2eh4pq2alkue8ugz29kchf2yhs,,0,1927260,0,0,0,1797365988,1799293248,27348469,1915049538,,
2356,terra18rtf29h4uu6tcz9tped2emvfkh2t8w4tgg9pqe,,307776907,0,0,0,0,76330,307853237,0,307853237,,
2357,terra18rwg4ljlsjdcpjv82luas7pnq6jtjjcu0jqwm5,,80,0,0,0,0,0,80,0,80,,
2358,terra18rx05356zx2gy6wnf85xhzfftgjq35q9dwerm3,,0,11410,0,0,0,611218,622628,252884960,1070994240,,
2359,terra18rx6c6x7ua934lkrqczrgqvm4pn9dact5dz8lt,,717000000,0,0,0,0,0,717000000,0,717000000,,
2360,terra18sakqgllnre90ncgx78u94pymznkemgq3gj9ug,,1680,394420670,0,0,0,0,394422350,0,394422350,,
2361,terra18sedhv7jg45rm44lqd83k76darcshdd9hsaknm,,0,0,0,0,0,0,0,0,0,,
2362,terra18sgnp7wd2una3lp70mq305gkzf876drn7vpr7t,,23768830,0,0,0,0,0,23768830,0,23768830,,
2363,terra18skyqs8ghej7yu364gkj6feykee6r88hc56aqy,,0,0,0,0,0,54226766,54226766,0,54226766,,
2364,terra18smvwlhvagxzk4hdhs80pl4szzaa0ng5cna2v5,,11868530,0,0,0,0,0,11868530,0,11868530,,
2365,terra18srsvv05z7z6pcm73sa3x2pud6g7e4jxxgcy6q,,0,0,0,0,0,0,0,0,0,,
2366,terra18ssspyknvv388krmsz5ug2tmjudv3wvn49pp8d,,0,0,0,0,0,0,0,0,0,,
2367,terra18svff2tz4uufgt9cccqsm5r6l33nsa7cd8k99k,,0,0,0,0,0,9150,9150,0,9150,,
2368,terra18sxc509274zy0ns7330k8tv6xfl7unzs2nwyd3,,0,0,0,0,0,64510,64510,0,64510,,
2369,terra18sxykwquk0d4xa64agzgrtph6da6vg4xd0v27m,,59846176978,0,0,64534986667,0,0,124381163645,0,124381163645,,
2370,terra18t0lzkzv0pclj77js0gmazu0gg50e5nnnuzpl0,,153117774,0,0,0,0,1655590,154773364,0,154773364,,
2371,terra18t2e06naf6fy495z5u8v6f2nuvlfxcnslr86ap,,0,0,0,0,0,0,0,0,0,,
2372,terra18t5sce9afnz6r6ppssjd9g05a274f6mjrp99nv,,0,43882859,0,0,0,38022005,81904864,6365139,108846221,,
2373,terra18t63km9jz0slwhqntz4vvdgeyuugf6f6xzevg9,,597435958,0,0,0,0,0,597435958,0,597435958,,
2374,terra18tatsmvtfx04ur4md22p0z9jpyktdu4r66cjhs,,0,0,0,0,0,883784,883784,0,883784,,
2375,terra18tg9767g9k0s7mrsyy3dgep966tt4u3dkwt4hk,,701533406,0,0,0,0,0,701533406,0,701533406,,
2376,terra18th94dgvvw65gyv7s9hlwfrgnr33tem50dx092,,0,0,0,0,0,0,0,0,0,,
2377,terra18tk7yvad335nku0632kvx8l8jdfqa9pk0q5yma,,9647375,0,0,0,0,0,9647375,0,9647375,,
2378,terra18tl49ed6s35qmz4w33gdanww5rkrtj7a4y226u,,9927780,0,0,0,0,0,9927780,0,9927780,,
2379,terra18tlc9chk6cr9nry5h34ny42cgutrxz2xuwl0wr,,0,0,0,0,0,0,0,0,0,,
2380,terra18tpz4zymeg29fagpkllmdwjxt24a2hvtcmj2l4,,0,0,0,0,0,0,0,0,0,,
2381,terra18tv7a6ykrgw4cgpasjn34hyjpax5vkcdpvjwc5,,10647920,0,0,0,0,0,10647920,0,10647920,,
2382,terra18txunv6ma7wgew63egrmnza8pj9n34q03n0exg,,281220,0,0,0,0,0,281220,0,281220,,
2383,terra18tzarwmh72gw8036jxw5gsnr8rcnjl49c9sh49,,0,0,0,0,0,0,0,0,0,,
2384,terra18u087nn4qdpuztv0cl92kl3658gqgjnyg5xlsq,,0,0,0,0,0,0,0,7156990,30292980,,
2385,terra18u3t26kryrnrq3yefwhv7uheng69k68v2lq6n0,,0,0,0,0,0,0,0,0,0,,
2386,terra18u6jwkz7dugcm52plysymyccnu9nefd97yug6r,,234716835,0,0,0,0,0,234716835,0,234716835,,
2387,terra18u6kzsj0fxd6gw3xemd8xkaqree7r8pt6cy3p8,,418004304,0,0,0,0,7068,418011372,940340,421991495,,
2388,terra18ucat5scl9rccu2csc72pgqm56r4r0a4us20d9,,82231120,0,0,0,0,0,82231120,0,82231120,,
2389,terra18ud8c2tae34n6dws50mzf0ffc7vzvatek874zv,,0,0,0,0,0,0,0,0,0,,
2390,terra18uj2z247lwexdaprs3qsy8gd5nlgvcq65hgqpx,,0,0,0,0,0,0,0,0,0,,
2391,terra18ujqffymgycqx0wea5gcntf6ktx46yj05tw80m,,0,0,0,0,0,3559680,3559680,0,3559680,,
2392,terra18umfmkt4nm9adlp7nnrudpz4t3n84y832wygxx,,2820,0,0,0,0,0,2820,623881,2643485,,
2393,terra18uzgxufhql6azc3dfgxv52s9mc8jmjszgltv2j,,0,0,0,0,0,28429470,28429470,0,28429470,,
2394,terra18v0ccevpsld28zpuuv46yrzgegrkxpkqtnaupx,,11933522,0,0,0,0,0,11933522,0,11933522,,
2395,terra18vad8r6eh0yz7tke6qrwn4694a45ykl7vkhqmj,,0,"2230,000001",0,0,0,4359973,4362203,0,4362203,,
2396,terra18vcce5vky0vpwkeq8zq2jj0krccdnpmfzk84lt,,0,0,0,0,0,0,0,0,0,,
2397,terra18vg5jr45hr0mfkwpfe207s6h68halla9z6eqe6,,0,0,0,0,0,0,0,0,0,,
2398,terra18vj7e0f63wp4247lks5pkj0vkcmqsm3hnwyuf8,,48788759,0,0,0,0,0,48788759,0,48788759,,
2399,terra18vmh885v7dpz696lky5pwcw0rk6hkj64af7qxr,,0,155593432,0,0,0,0,155593432,0,155593432,,
2400,terra18vpan7gsrqdu20nh70xwykz02yd9vpemnqc7u9,,1605046,3900000,0,0,0,0,5505046,2480,5515543,,
2401,terra18vt02cm6kf4tua9d9wfdt0065nf5t8faqu5u0z,,0,0,0,0,0,0,0,0,0,,
2402,terra18vvvtdj8recnl0t2gtnhepxrtr9zx6nrrl5fq7,,0,0,0,0,0,0,0,0,0,,
2403,terra18vx3l9rysp286puqwd30ylan2xe3ak53ckjf5u,,0,0,0,0,0,0,0,0,0,,
2404,terra18vyh6mq58zdrgpdg7hay8m4yetqmy5yuxnhz8m,,14289719,0,0,0,0,0,14289719,0,14289719,,
2405,terra18w05v07cwapu680euuyx53cgfvvqc6glv36qz6,,0,0,0,0,0,0,0,0,0,,
2406,terra18w8qn5knkv7mmal4pn3952yf2jq8vxl7fpa3fe,,0,0,0,0,0,0,0,0,0,,
2407,terra18w9sw7d752qcnp3fp44zlaechasfla53gnu5r3,,0,0,0,0,0,0,0,0,0,,
2408,terra18wfarcd0m5d3m42ua0y2gtgmyssv0wwrngzqta,,70,0,0,0,0,0,70,0,70,,
2409,terra18wj088v3jphkj48cndgss0vcxwh5zkcn7yx3vn,,6006619,0,0,0,0,0,6006619,0,6006619,,
2410,terra18wjcz4vkhyf4ysy77pfwmgcm3lnrh5mxl0yvhy,,0,0,0,0,0,0,0,0,0,,
2411,terra18wjvuuuk42ejs0j3m9qfddll9md2yg7vv5ygzu,,0,0,0,0,0,0,0,0,0,,
2412,terra18wq570pdck4eyth0cqu8282nt4mmsfqgxjg8cc,,0,350000000,0,0,0,927481932,1277481932,0,1277481932,,
2413,terra18x0lyr0cknc4je3kdfx9fw8uqa72kae68t4w8f,,0,0,0,0,0,0,0,21793663,92244783,,
2414,terra18x5ug3c5w5af8l9lfpemg5eevnj0dz6gxvwstt,,0,0,0,0,0,715666734,715666734,0,715666734,,
2415,terra18xd7f0dxdqmjfzhtsky284trfywf67kufa2xn3,,4200699,0,0,0,0,0,4200699,0,4200699,,
2416,terra18xgh308nvk53qwt9dwecj6w683tjm737vx6wj2,,70,0,0,0,0,0,70,0,70,,
2417,terra18xj86qpvyme8pq29xunyqjwteamk9szyuxczs8,,0,0,0,0,0,0,0,0,0,,
2418,terra18xkdgy08gm3wrzq4esltg8mh45wuptyr2klrw2,,140,0,0,0,0,0,140,0,140,,
2419,terra18xlk8rclk87dk7kffl2y6vm4cucvxfxe0790m7,,555550000,0,0,4888840000,0,0,5444390000,0,5444390000,,
2420,terra18xmvez6wvlrklkswtlfm7auaqgjsexrvd2g35w,,289270,0,0,0,0,0,289270,0,289270,,
2421,terra18xp433xty2xmn6a32zpghk5medhxmt7v2q74df,,0,0,0,0,0,0,0,0,0,,
2422,terra18xuep6gv45fjxg5zermhgs58zmp4q4t6xsvym2,,38637521,0,0,0,0,0,38637521,2012,38646037,,
2423,terra18y349ez0xemd0vsr7k69kq2fd30t96vqwfzcn4,,368153655,0,0,0,0,0,368153655,0,368153655,,
2424,terra18y5240xg6c5tuskzefte4jq934nc0vk9vfrk37,,390,0,0,0,0,0,390,0,390,,
2425,terra18yaqkvdhknc2v9rmksf92xsrvnfs40s8trjtuh,,0,0,0,0,0,0,0,0,0,,
2426,terra18yczushh4kmwuuntxx59njzldkfnljtp5wq5ze,,0,0,0,0,0,0,0,0,0,,
2427,terra18ypvdn4jyj4jlrl8ssv3pjzeyvx87l0fl4z04z,,0,0,0,0,0,0,0,0,0,,
2428,terra18z0aym4lfg7n3q45kwq4srx2wfqqr58nq6ncya,,112493478,0,0,0,0,"2230,000001",112495708,0,112495708,,
2429,terra18z39rgrk56pul82jjy04tpn5mua0cspypdxu2a,,824755679,247264484,0,0,0,0,1072020163,81221668,1415802441,,
2430,terra18z5lfqxm4n7hac4k6xc0fqnv6fzudrv0nmzytn,,0,0,0,0,0,0,0,0,0,,
2431,terra18z8su6zq60xq8507mrcpnqp96kjwpxa8mgds9v,,0,0,0,0,0,0,0,0,0,,
2432,terra18zfk93777vs9a89ry535xsgv82msqpjvsfyarv,,87590,0,0,0,0,0,87590,0,87590,,
2433,terra18zhzuktn4xgv4cleymuvj36de3m8js8qcs84le,,0,0,0,0,0,212386948,212386948,546282,214699164,,
2434,terra18zk0g65hylel2ura670uqrs4pax7ykr4sxzneg,,4378966666,0,0,7068903334,0,0,11447870000,0,11447870000,,
2435,terra18zk6lasevzx7jn9mmtu07sx2j7sdvx8rwnsslk,,831783,13850,0,0,0,0,845633,0,845633,,
2436,terra18zlsxcq643je0u4yudmefq54zdz0lz8hugymhl,,314716894,0,0,0,0,14487230,329204124,0,329204124,,
2437,terra18zs8tqa7fm0zskre50tvldj8kynrytxzx9ree9,,3392370,0,0,0,0,0,3392370,0,3392370,,
2438,terra18zvl8xge3jumfdczp9jhxh8755qyqmnt6jays8,,25670,0,0,0,0,449768261,449793931,1408,449799891,,
2439,terra1900dvmnrwejkctqqzzp6p0h7fcsayfgn4a6ex2,,0,0,0,0,0,0,0,0,0,,
2440,terra19080hc7adczcmd5x2at4rqzfeatsrjdd54weh7,,0,0,0,0,3299702000,0,3299702000,0,3299702000,,
2441,terra1908eq7wje8xvfx57m2q8gzmw5vl80vjj4ndz08,,0,0,0,0,0,22590,22590,0,22590,,
2442,terra190a9h8kzv3d8e0dcqyf5knynlnptll8e0qtspx,,0,2627719,0,0,0,0,2627719,0,2627719,,
2443,terra190f7q8kxycpk9z46xa6e64enwwq7tz0pseau5k,,0,0,0,0,0,0,0,0,0,,
2444,terra190hdz9psplet7lx8ff9edg3xnd6khlw5kxz58v,,0,0,0,0,0,0,0,0,0,,
2445,terra190jxn0wkya4chnyq8r0ngw9nwg2lrtenncj29g,,2764669244,0,0,0,0,0,2764669244,0,2764669244,,
2446,terra190kuxxhjejyj5hlvs0frucpr6z6rthr60pcjqj,,0,0,0,0,0,40468107,40468107,0,40468107,,
2447,terra190ltfgpzjrcqmmpkkqp8xu78n2hv2az0kw8zwm,,0,0,0,0,0,0,0,0,0,,
2448,terra190r3rljpwtw7lcc22amjc7qev536856aa2gg33,,0,0,0,0,0,0,0,0,0,,
2449,terra190saptvj0tkq53v343mtmm4m4cw9p8ykgtn3w4,,0,0,0,0,0,124602204,124602204,0,124602204,,
2450,terra190ty6yrjk5zlay3rn9un9n52jgy8fe2r5chtu9,,0,0,0,0,0,0,0,0,0,,
2451,terra190u22akcpnh268uzsqjvjg25jma4twn5vvd7wr,,2819728644,0,0,0,0,0,2819728644,0,2819728644,,
2452,terra190wnzv2gswsete422xq8jzz6dz3py9e9vjkrmt,,0,0,0,0,0,0,0,0,0,,
2453,terra190zld0mhr9kmd9d34lzhk8dumqu55mlve4472w,,0,0,0,0,0,0,0,8984259,38027156,,
2454,terra192795ae5wnzsgmmykkee5w58dxdczzmyxjeczj,,7053260,0,0,0,0,0,7053260,0,7053260,,
2455,terra192a32vtjsu80xg68p0tm4zccy5093jx3eyylsn,,89916000,0,0,0,0,0,89916000,0,89916000,,
2456,terra192d3er9qdknhq42rq9gkuwlaahkge36g9lhac7,,37766895,126235790,0,0,0,0,164002685,0,164002685,,
2457,terra192m2f6a33zlxar34749wnlpgmmvv2dyq0u2mzj,,0,0,0,0,0,0,0,0,0,,
2458,terra192nz76f7al0lwrktm4zvcjh6s46z5zzmty5w93,,0,1980909886,0,0,0,4078,1980913964,0,1980913964,,
2459,terra192sc8jg4kpy9plzn65a3ssfypu8ejwz735vntw,,0,953221749,0,0,0,0,953221749,177234645,1703392628,,
2460,terra192tdr4phs7z3lztz8n5yrmu0pwqwxq6rjwmsr3,,0,0,0,0,0,3814922,3814922,0,3814922,,
2461,terra192tl529nr98umlwww5npx4a9srah0aalm2e9vm,,0,0,0,0,0,0,0,0,0,,
2462,terra192wju5a30dce8ktpydrxu6c0kafhn28kyjl45e,,0,0,0,0,0,0,0,0,0,,
2463,terra192xfm5hy996ttccsal35jvy6tga34t3zwwkvtw,,1840,373512811,0,0,0,0,373514651,0,373514651,,
2464,terra192xqevnlv2he6cfk6dxqp9yj5ewnq7gp4u7kx6,,40,0,0,0,0,0,40,0,40,,
2465,terra192xzxk0775qxu9w4y8tqladgx3grxjnep9kae4,,0,334477914,0,0,0,0,334477914,0,334477914,,
2466,terra1934lk2mphu229ze7sdww3aq50l883myw25mj8t,,0,12004892679,0,0,0,0,12004892679,0,12004892679,,
2467,terra1935yt2j4ga42f79mcz30eqz6t950ckuq9g2e4j,,5433352,0,0,0,0,0,5433352,"2140,000001",5442410,,
2468,terra193faqfnlwy392exvwyuppgmr6cwt8q2vmg59fa,,0,0,0,0,0,0,0,0,0,,
2469,terra193jy07ym7vkgd8qsv7r94vnrwzpt94sqpplc6z,,514665276,0,0,0,0,0,514665276,0,514665276,,
2470,terra193l0exq5eh3xqeen5xfqqxzc9qujz84t8lsrlm,,20,0,0,0,0,0,20,0,20,,
2471,terra193m647vcm3pa2djfdsh6v3ncnyklm5zcvqew0v,,0,0,0,0,0,0,0,0,0,,
2472,terra193mhwd5sx0a3exvz6kr5zh4cm2tltucljen3s5,,0,10045788,0,0,0,0,10045788,0,10045788,,
2473,terra193n8ntq83c7h5dpueve6qcw7kz057xwng7e459,,0,0,0,0,0,178420,178420,0,178420,,
2474,terra193n9vkl66vznhnteympukqvvx7xn7pjec4ajg6,,0,"1390,000001",0,0,0,0,1390,0,1390,,
2475,terra193r4zzzwnswvter3nk2la0f7k4drumzhz6hgv7,,0,0,0,0,0,157365200,157365200,0,157365200,,
2476,terra193r7m6hp94ej6t7v4japslc2f58a0fxt34xh3v,,883269050,0,0,0,0,3618496272,4501765322,0,4501765322,,
2477,terra193uetzs4xfurt2a2mua0hgexldschuyn4nus7p,,3920,0,0,0,0,0,3920,0,3920,,
2478,terra193xe93xtxujghrexc4f3vgz5yey3vm8quxsczl,,0,0,0,0,0,0,0,0,0,,
2479,terra194720qh0g0hn3yacs4h7hd6nw5ynu84m945g45,,0,0,0,0,0,0,0,0,0,,
2480,terra1949d0se8e7l8a4tjwjj8npvdher2nk2q8g92xr,,0,0,0,0,0,0,0,0,0,,
2481,terra194emsclnrjf8qv0ppufvsc3uz7yyrrw0fhwl9l,,7427856,0,0,0,0,0,7427856,0,7427856,,
2482,terra194jgsyqf2fmdtm5c4gustvxp0we0l8cehw4hpw,,0,123990,0,0,0,0,123990,0,123990,,
2483,terra194lvw609qpkvm3937kfzmeekdrle3gpaz9adeh,,100451818,0,0,0,0,0,100451818,0,100451818,,
2484,terra194pe9xqda2wl5f600ngvt9e4cwp2rxhw90z7vl,,0,0,0,0,0,0,0,0,0,,
2485,terra194t8xtndtz7azgzqhhnw255c39tpzypnmmdm0g,,0,0,0,0,0,0,0,0,0,,
2486,terra194w4jkzmz89mdyxclzjmf2j4jdhwnp0awwprgz,,76540,0,0,0,0,0,76540,0,76540,,
2487,terra194wcuvtvc6c255z902xy8tw87twz5jpmr8ltvc,,0,0,0,0,2065400089,0,2065400089,0,2065400089,,
2488,terra194z0p7xwlz5js7ye90e6fvwa0dufn0scu7c0hy,,0,0,0,0,0,642390054,642390054,0,642390054,,
2489,terra195572gwu62vzw7aaxpm3vnq5qke02y0kd4zl2v,,87590,0,0,0,0,0,87590,0,87590,,
2490,terra1957ku9c878pyfcxxv4qmxugznsndk73ffarc7y,,0,0,0,0,0,0,0,0,0,,
2491,terra195cxdzsul7nkd6l7mgxultuxe28y8vqs48p35c,,0,0,0,57407350000,0,585240801,57992590801,1410088244,63960990137,,
2492,terra195fn3dmnwk53drf5j52hycz8wjhy3tgksn0et0,,563336230,0,0,0,0,0,563336230,0,563336230,,
2493,terra195kx6cdh6g9r66n682uutnv8wvxcqcyjua2fzd,,111286572,0,0,0,0,1071380428,1182667000,0,1182667000,,
2494,terra195muldgx3tx60dja3m9qk9sxw3zr6p2uhne0ju,,2905052,0,0,0,0,0,2905052,0,2905052,,
2495,terra195mvw6tnt4rur4kvefl24jrqmewc4c4wdfqa5d,,1727528,0,0,0,0,0,1727528,0,1727528,,
2496,terra195xgslslselt0p22vfjw4w33uq0wjay6z02j06,,10,0,0,0,0,0,10,11596855,49085351,,
2497,terra195z09gkvplfhtymhpu3s4cjgkp54adhpyfwggz,,0,0,0,0,0,0,0,0,0,,
2498,terra19640lamy2g3s5xxf06prjzc4ukspjrktlsrmh4,,0,0,0,0,0,0,0,0,0,,
